,epoch_id,subject_id,session,channel,delta,theta,alpha,beta,gamma,dominant_band
37,1,0,baseline,EEG Cz,0.4244631053045161,0.3334543564233106,0.08417151558192787,0.1256915343472187,0.03221948834302681,delta
38,1,0,baseline,EEG Pz,0.03510760593931421,0.35327276707737915,0.43112408990575574,0.16278109284247058,0.017714444235080277,alpha
39,1,0,baseline,EEG A2-A1,0.26490084846261835,0.19334197975014386,0.4381614003540337,0.09867090083352133,0.00492487059968276,alpha
40,2,0,baseline,EEG Fp1,0.0740429208749975,0.123771579106211,0.47266273427248984,0.31929119452283317,0.010231571223468445,alpha
41,2,0,baseline,EEG Fp2,0.07577197932429056,0.13138697255984189,0.4048532293448303,0.3737436721099893,0.014244146661047997,alpha
42,2,0,baseline,EEG F3,0.06701685379463997,0.191284082907341,0.4395643508660808,0.28631680188830844,0.015817910543629854,alpha
43,2,0,baseline,EEG F4,0.06307962647070761,0.2348422423112058,0.3911133425657094,0.3002170649230207,0.010747723729356465,alpha
44,2,0,baseline,EEG F7,0.38670270922866984,0.08944373188644163,0.2607322460355042,0.2543515710209649,0.008769741828419433,delta
45,2,0,baseline,EEG F8,0.4026418534161422,0.10647154175791566,0.18942647468674673,0.28239463753524396,0.019065492603951358,delta
46,2,0,baseline,EEG T3,0.5270235268575607,0.18820401320996796,0.14617890390209157,0.11861812006003168,0.01997543597034819,delta
47,2,0,baseline,EEG T4,0.2915028410627519,0.28871397012588057,0.11432944859227503,0.27517639355485246,0.030277346664239747,delta
48,2,0,baseline,EEG C3,0.29873475801570243,0.40679403337554243,0.08369007315164809,0.20110889958355996,0.009672235873547328,theta
49,2,0,baseline,EEG C4,0.16122688319999579,0.39284221790948387,0.13726011377600153,0.2925313792696788,0.01613940584484,theta
50,2,0,baseline,EEG T5,0.2612404873177181,0.21416005120278206,0.16346883413366645,0.32500808176239604,0.03612254558343745,beta
51,2,0,baseline,EEG T6,0.38254439503460824,0.07791799018688413,0.2904497140838037,0.2192459121869538,0.029841988507750043,delta
52,2,0,baseline,EEG P3,0.34139081929828474,0.3488798674237992,0.09824885608801706,0.1921337698997215,0.01934668729017749,theta
53,2,0,baseline,EEG P4,0.11493700760316423,0.2876389676271584,0.29393752505248955,0.28974305207237233,0.013743447644815446,alpha
54,2,0,baseline,EEG O1,0.2583100271120633,0.27159144982857697,0.17704920715845054,0.26928453681282477,0.023764779088084453,theta
55,2,0,baseline,EEG O2,0.2267508374160921,0.28139567915060737,0.2199422597986294,0.2626937903650012,0.009217433269669893,theta
56,2,0,baseline,EEG Fz,0.046188904372744526,0.2381228243087198,0.4001602061507632,0.30413410862099427,0.011393956546778316,alpha
57,2,0,baseline,EEG Cz,0.5698471370671003,0.14048280588782078,0.05862324087588102,0.21092110258856797,0.02012571358062994,delta
58,2,0,baseline,EEG Pz,0.1316724164105065,0.27861501956146906,0.2292202640075173,0.33000210091053084,0.03049019910997636,beta
59,2,0,baseline,EEG A2-A1,0.5422393431067039,0.22374652222343122,0.07757169289332899,0.14061706178023056,0.01582537999630538,delta
60,3,0,baseline,EEG Fp1,0.43869742908109993,0.09311407783949033,0.1803825763113656,0.27554415893052037,0.012261757837523826,delta
61,3,0,baseline,EEG Fp2,0.5219816967156803,0.08552392141989919,0.19058310904307382,0.19013723812402514,0.011774034697321436,delta
62,3,0,baseline,EEG F3,0.3518921747555484,0.065174944435747,0.16074892593829107,0.40121178635538796,0.02097216851502547,beta
63,3,0,baseline,EEG F4,0.4700987253331957,0.1011770415105229,0.2353201194069354,0.18354073268847146,0.009863381060874603,delta
64,3,0,baseline,EEG F7,0.40323467356277476,0.22478551852099068,0.07974830557096971,0.25660467596117514,0.035626826384089684,delta
65,3,0,baseline,EEG F8,0.5421120110351046,0.0835987663809952,0.23288134301699104,0.12276618675336595,0.018641692813543064,delta
66,3,0,baseline,EEG T3,0.21208840951980348,0.18535885617769846,0.42763702974878304,0.16202190726608223,0.012893797287632704,alpha
67,3,0,baseline,EEG T4,0.5448637190276412,0.10583240252247543,0.10149906914648783,0.2272459545761212,0.02055885472727424,delta
68,3,0,baseline,EEG C3,0.7447078395081029,0.053867544255761145,0.025029343626682757,0.1601972699860111,0.016198002623442075,delta
69,3,0,baseline,EEG C4,0.5184712854369505,0.10513606529379106,0.12572725911826158,0.2381855618056478,0.012479828345349003,delta
70,3,0,baseline,EEG T5,0.2840933724033655,0.0360240769547833,0.551298345408302,0.1057185707130868,0.022865634520462374,alpha
71,3,0,baseline,EEG T6,0.5310376565070548,0.11881153966411864,0.16068491367172558,0.1674413967418831,0.022024493415217984,delta
72,3,0,baseline,EEG P3,0.5572424699284818,0.09482272968502731,0.2367660317945836,0.09806068196117224,0.013108086630734976,delta
73,3,0,baseline,EEG P4,0.6105622709583453,0.17045743942870345,0.029174326818201746,0.1635819324449219,0.026224030349827634,delta
74,3,0,baseline,EEG O1,0.5284412044334718,0.1486537618104782,0.20301500432606212,0.10632053144908896,0.013569497980898999,delta
75,3,0,baseline,EEG O2,0.33650126470071684,0.16165401623459794,0.2182656071930071,0.242521646033925,0.04105746583775292,delta
76,3,0,baseline,EEG Fz,0.48083351062439894,0.1019377368624642,0.22219553274483816,0.18495547747658703,0.01007774229171158,delta
77,3,0,baseline,EEG Cz,0.6597288118290632,0.16993517463898794,0.03987632140399837,0.12264156008106938,0.007818132046881181,delta
78,3,0,baseline,EEG Pz,0.6884774560501653,0.09534845110431307,0.09897474942221741,0.10579096871322045,0.01140837471008366,delta
79,3,0,baseline,EEG A2-A1,0.23497780134002394,0.09399565440362044,0.41483248339869705,0.23855931091520996,0.017634749942448652,alpha
80,4,0,baseline,EEG Fp1,0.24731040913390953,0.14622266226875652,0.21018631912609895,0.3371162425903203,0.05916436688091472,beta
81,4,0,baseline,EEG Fp2,0.28205094990863444,0.23094883801372001,0.12932850077204883,0.2969486685082454,0.060723042797351356,beta
82,4,0,baseline,EEG F3,0.3341950179762761,0.08793960512885685,0.20175742190046553,0.3197182208148101,0.05638973417959143,delta
83,4,0,baseline,EEG F4,0.2610717065982765,0.17418987169302888,0.14672624911223606,0.38895428854902203,0.029057884047436568,beta
84,4,0,baseline,EEG F7,0.4458953110528365,0.08798209330421888,0.17411814542928364,0.2507057995000776,0.04129865071358352,delta
85,4,0,baseline,EEG F8,0.2524033851238343,0.10188913569593012,0.12236996305180528,0.4896883055086105,0.033649210619819674,beta
86,4,0,baseline,EEG T3,0.10197545992371698,0.08821277802696234,0.39935427237314813,0.35225899878613226,0.05819849089004016,alpha
87,4,0,baseline,EEG T4,0.12974111658792487,0.15362016642308385,0.318385686807946,0.38248554512345473,0.015767485057590618,beta
88,4,0,baseline,EEG C3,0.22710296718055736,0.0416735734776104,0.2972860403234511,0.39657533125292926,0.037362087765452,beta
89,4,0,baseline,EEG C4,0.29574023161236696,0.2006265847865798,0.1797514455725953,0.30983758308143583,0.014044154947022066,beta
90,4,0,baseline,EEG T5,0.29388531621247094,0.2162564017933106,0.2915828930706764,0.1786491885209127,0.019626200402629294,delta
91,4,0,baseline,EEG T6,0.2817640106111079,0.1287350490660513,0.2682173889303096,0.3060701165517324,0.015213434840798882,beta
92,4,0,baseline,EEG P3,0.2503884428918603,0.07452733002708743,0.2471628782324051,0.39908339399966414,0.02883795484898308,beta
93,4,0,baseline,EEG P4,0.14743552154044762,0.10248995157193892,0.3245338225968656,0.4110690321824042,0.014471672108343723,beta
94,4,0,baseline,EEG O1,0.3596770202446943,0.1399266824061656,0.09905574593373916,0.38300974847452673,0.018330802940873994,beta
95,4,0,baseline,EEG O2,0.20564022022660314,0.16276044705731427,0.16454379539397573,0.4454800560798399,0.02157548124226695,beta
96,4,0,baseline,EEG Fz,0.2883103209737729,0.1515260664903017,0.14751020262815787,0.38242600556675926,0.03022740434100831,beta
97,4,0,baseline,EEG Cz,0.17481874892370525,0.08232907707131869,0.25699257490429384,0.4523866893630679,0.03347290973761438,beta
98,4,0,baseline,EEG Pz,0.2853333877513651,0.05280356643174399,0.29312935617797226,0.34137008097985655,0.027363608659062313,beta
99,4,0,baseline,EEG A2-A1,0.4507658846328395,0.1127629518659758,0.17779572497559873,0.24685231042797942,0.01182312809760654,delta
100,5,0,baseline,EEG Fp1,0.21460554361147194,0.06826704061405388,0.46970986913058,0.23178967721814583,0.015627869425748467,alpha
101,5,0,baseline,EEG Fp2,0.23073393914207177,0.07392528639537617,0.4834972553548985,0.1963976633870267,0.015445855720626785,alpha
102,5,0,baseline,EEG F3,0.1733104017105804,0.08556364357205914,0.443712338326564,0.27960544784697366,0.017808168543822764,alpha
103,5,0,baseline,EEG F4,0.1362800266093622,0.0767569737157884,0.5281703164705881,0.24438977089129846,0.014402912312962717,alpha
104,5,0,baseline,EEG F7,0.7029875947736957,0.0300295366288256,0.15863167784003782,0.09778562313404236,0.010565567623398503,delta
105,5,0,baseline,EEG F8,0.268173320482065,0.044908258501190755,0.420876461100702,0.2521862683275472,0.013855691588495006,alpha
106,5,0,baseline,EEG T3,0.27380109867363345,0.08582914642753117,0.22830875768025685,0.3999154167360585,0.012145580482520074,beta
107,5,0,baseline,EEG T4,0.31433989190445133,0.15959954123627873,0.3594116838509012,0.15938217511350447,0.0072667078948642425,alpha
108,5,0,baseline,EEG C3,0.08042978975470641,0.20744435575774564,0.346915425270231,0.3507544386632234,0.01445599055409341,beta
109,5,0,baseline,EEG C4,0.09830665721713384,0.18352849252029813,0.47542209903018334,0.22859588292845207,0.014146868303932523,alpha
110,5,0,baseline,EEG T5,0.3689926243726331,0.1972738836581774,0.16481213924035826,0.2621287688177662,0.006792583911065116,delta
111,5,0,baseline,EEG T6,0.25324497417921144,0.1882310490503565,0.34938510517633026,0.20103784049482198,0.008101031099279718,alpha
112,5,0,baseline,EEG P3,0.283450541810744,0.25003719269100816,0.24491825524295696,0.21294078688577583,0.008653223369515106,delta
113,5,0,baseline,EEG P4,0.33209483234185616,0.1284496294357319,0.3563813171012482,0.173825299561601,0.009248921559562584,alpha
114,5,0,baseline,EEG O1,0.27818291062541833,0.20196987074309658,0.26349520276281946,0.23473664940975011,0.02161536645891556,delta
115,5,0,baseline,EEG O2,0.1846456999332049,0.08026754769408395,0.48063174683124077,0.2378476738396917,0.01660733170177872,alpha
116,5,0,baseline,EEG Fz,0.13592935282704358,0.07858389498904438,0.5268583494348302,0.24455289420984347,0.014075508539238274,alpha
117,5,0,baseline,EEG Cz,0.4174276002589263,0.1514039424623165,0.28793920632387704,0.13700514158954102,0.00622410936533918,delta
118,5,0,baseline,EEG Pz,0.21220073715942359,0.3147093225594673,0.26828251804197534,0.19352436030128028,0.011283061937853544,theta
119,5,0,baseline,EEG A2-A1,0.2826132851388459,0.19054098430426178,0.28976342431370544,0.22735246289598923,0.009729843347197651,alpha
120,6,0,baseline,EEG Fp1,0.0730855164282917,0.09298987916799929,0.5416420757957249,0.2775302575924368,0.014752271015547167,alpha
121,6,0,baseline,EEG Fp2,0.12000881432518708,0.08223238622108474,0.4162401434648044,0.36183850943836376,0.019680146550560024,alpha
122,6,0,baseline,EEG F3,0.06858882496044859,0.11654188574738557,0.5330142959891755,0.26765700208662924,0.014197991216361254,alpha
123,6,0,baseline,EEG F4,0.2307803024918944,0.05898118368857667,0.364006916281336,0.33413137644281093,0.012100221095381874,alpha
124,6,0,baseline,EEG F7,0.3213234994559442,0.08456322104130609,0.40519807930429386,0.17282920907447064,0.016085991123985205,alpha
125,6,0,baseline,EEG F8,0.06913580760860744,0.029375011591029114,0.34287680164448514,0.5326650318666701,0.025947347289208306,beta
126,6,0,baseline,EEG T3,0.11875441745864704,0.2043963617169081,0.4928728130090402,0.16863272272666555,0.015343685088739135,alpha
127,6,0,baseline,EEG T4,0.16493321563325195,0.1246330689261595,0.37448093272011057,0.29399909506789756,0.04195368765258041,alpha
128,6,0,baseline,EEG C3,0.13959006045431416,0.18750992670900118,0.43599180082957545,0.21741027593004003,0.019497936077069053,alpha
129,6,0,baseline,EEG C4,0.07904930096131164,0.0876821383201188,0.38967547766920746,0.41598092214373644,0.027612160905625682,beta
130,6,0,baseline,EEG T5,0.1884241543845138,0.1320102735307299,0.517658948655578,0.14856386386551232,0.013342759563665933,alpha
131,6,0,baseline,EEG T6,0.09944440138529125,0.12300613621325424,0.6049019753114662,0.13234608395986447,0.040301403130123765,alpha
132,6,0,baseline,EEG P3,0.09641084089336374,0.12086087760689049,0.5861733928130823,0.18583176153008288,0.010723127156580489,alpha
133,6,0,baseline,EEG P4,0.06786191050248977,0.105427954519838,0.6143155022353113,0.19028712435522033,0.022107508387140727,alpha
134,6,0,baseline,EEG O1,0.1474209356865257,0.06634963583975535,0.5634588761575484,0.19428153277699114,0.02848901953917941,alpha
135,6,0,baseline,EEG O2,0.045107470915933506,0.10628635399997752,0.7634861237953868,0.0784938288787023,0.0066262224099998945,alpha
136,6,0,baseline,EEG Fz,0.24173320835841758,0.06136414612016619,0.3623025912240589,0.3225144068800756,0.012085647417281848,alpha
137,6,0,baseline,EEG Cz,0.3782948793727824,0.1384425780978286,0.26799427661494485,0.20379809430091717,0.011470171613526993,delta
138,6,0,baseline,EEG Pz,0.1571455270060852,0.10450760426071279,0.4874402701425403,0.2326825120417733,0.018224086548888376,alpha
139,6,0,baseline,EEG A2-A1,0.15457036667915378,0.16763196535077424,0.42816790027714924,0.221924614636472,0.02770515305645066,alpha
140,7,0,baseline,EEG Fp1,0.3279011304778605,0.0709689827855476,0.42822025291180643,0.16753705461462864,0.005372579210157048,alpha
141,7,0,baseline,EEG Fp2,0.34617435301285276,0.053005096088686386,0.42759596838585273,0.16446373057046337,0.008760851942144548,alpha
142,7,0,baseline,EEG F3,0.29031535704827655,0.09239848120042951,0.4222048425527441,0.1877384028864608,0.0073429163120891225,alpha
143,7,0,baseline,EEG F4,0.3057106693250925,0.06742494650966954,0.459714670993542,0.16227248392821025,0.004877229243485859,alpha
144,7,0,baseline,EEG F7,0.6353450315622241,0.17268674687776586,0.06158190421130252,0.12004408593497524,0.010342231413732155,delta
145,7,0,baseline,EEG F8,0.4986632154785834,0.040511803523023464,0.3284972238847413,0.1275030713463971,0.0048246857672546994,delta
146,7,0,baseline,EEG T3,0.1457188389917004,0.10698201720489739,0.3613377436757863,0.3765843138916748,0.009377086235941124,beta
147,7,0,baseline,EEG T4,0.21232340833090382,0.1765277154569519,0.38306776861165776,0.22065501126962772,0.007426096330858799,alpha
148,7,0,baseline,EEG C3,0.3218252177264523,0.11100039040368972,0.36280611884929903,0.1930758385772295,0.011292434443329426,alpha
149,7,0,baseline,EEG C4,0.31821486187345277,0.09106641885103832,0.39007002243361133,0.19513212409275604,0.005516572749141475,alpha
150,7,0,baseline,EEG T5,0.10702742046211176,0.07434163827819987,0.4394988876353809,0.36440198187803075,0.01473007174627682,alpha
151,7,0,baseline,EEG T6,0.12338198010681643,0.21239765503257627,0.4859609304174512,0.1713206919209031,0.00693874252225302,alpha
152,7,0,baseline,EEG P3,0.21579341924095657,0.06294996572954982,0.4943404654384978,0.21865308344774684,0.008263066143248855,alpha
153,7,0,baseline,EEG P4,0.18897177775112098,0.06954855157600824,0.5810140553370226,0.15840247730908552,0.0020631380267626827,alpha
154,7,0,baseline,EEG O1,0.19583849553609767,0.04072116013441078,0.6143333591918031,0.14348517329862343,0.005621811839065027,alpha
155,7,0,baseline,EEG O2,0.13911671841024226,0.06312259112081939,0.6797223028165356,0.11515971725112197,0.002878670401280636,alpha
156,7,0,baseline,EEG Fz,0.2942023842004627,0.06997540051596962,0.465791904485118,0.16539769802935725,0.004632612769092457,alpha
157,7,0,baseline,EEG Cz,0.5955921979013699,0.09211272676834119,0.18525726138335982,0.1223595340486434,0.00467827989828576,delta
158,7,0,baseline,EEG Pz,0.19851827556592094,0.07222356380238606,0.5528145531454972,0.17108794096016697,0.005355666526028768,alpha
159,7,0,baseline,EEG A2-A1,0.3305699516473324,0.10827558081475568,0.29271120214151614,0.25777652839457416,0.01066673700182165,delta
160,8,0,baseline,EEG Fp1,0.1883335914810321,0.1789945016677636,0.4665684879986109,0.15647068384319382,0.009632735009399563,alpha
161,8,0,baseline,EEG Fp2,0.1314121540031594,0.15346394533210472,0.5308336174669439,0.1745848765273111,0.00970540667048086,alpha
162,8,0,baseline,EEG F3,0.22673676549996474,0.20544019953132267,0.40305329009994306,0.15373053733317096,0.011039207535598476,alpha
163,8,0,baseline,EEG F4,0.2145630295583355,0.13324668026314604,0.4965430261551484,0.14906871159870777,0.006578552424662176,alpha
164,8,0,baseline,EEG F7,0.42820527377494283,0.21738450295107664,0.19643890456711208,0.1405465914480342,0.017424727258834403,delta
165,8,0,baseline,EEG F8,0.25509441965382595,0.14228891011989983,0.4446742517491004,0.1521420120476936,0.0058004064294803264,alpha
166,8,0,baseline,EEG T3,0.24174448300990542,0.13566949755579455,0.4532956933719118,0.15391935281786243,0.015370973244525955,alpha
167,8,0,baseline,EEG T4,0.43717312094293664,0.11218056938476938,0.24479183842462982,0.19793150293282463,0.007922968314839643,delta
168,8,0,baseline,EEG C3,0.28587839417037764,0.17623969956630972,0.3904248923321491,0.1309456046868145,0.016511409244348973,alpha
169,8,0,baseline,EEG C4,0.37203571770462596,0.13757345119365857,0.3013119271633278,0.17604561598774685,0.013033287950640819,delta
170,8,0,baseline,EEG T5,0.09801723405714856,0.06452523247241163,0.7023641445848892,0.1286430401594521,0.006450348726098496,alpha
171,8,0,baseline,EEG T6,0.2487123659177141,0.04810928941387459,0.4053693901070499,0.28975882180360735,0.00805013275775396,alpha
172,8,0,baseline,EEG P3,0.09837740072218248,0.07210984186675695,0.6974779663991776,0.12708487513504088,0.0049499158768420435,alpha
173,8,0,baseline,EEG P4,0.14706021951747453,0.05638987551247704,0.5824625505505578,0.20826266629198792,0.005824688127502432,alpha
174,8,0,baseline,EEG O1,0.0548388508364142,0.0644955513490314,0.7342431717747808,0.14063902653666605,0.005783399503107478,alpha
175,8,0,baseline,EEG O2,0.05268878790985935,0.0298115911778719,0.7293186492246758,0.18317471969653293,0.005006251991059945,alpha
176,8,0,baseline,EEG Fz,0.21377738033662738,0.1355031797905589,0.496468485664509,0.14751702044501072,0.006733933763294115,alpha
177,8,0,baseline,EEG Cz,0.5553712221235397,0.1451520044454591,0.1983714384075239,0.09433073451987961,0.006774600503597417,delta
178,8,0,baseline,EEG Pz,0.1387531109666326,0.08426016545860436,0.6144856903334569,0.15602901525069493,0.006472017990611037,alpha
179,8,0,baseline,EEG A2-A1,0.2260406946274252,0.1497476650320929,0.29307406921277634,0.3206965700389621,0.010441001088743298,beta
180,9,0,baseline,EEG Fp1,0.11788651511827895,0.0738019452560884,0.5911570891280211,0.2083733175836552,0.008781132913956324,alpha
181,9,0,baseline,EEG Fp2,0.15682499222541527,0.0874564570287131,0.5421437861886739,0.1932882469212636,0.020286517635933934,alpha
182,9,0,baseline,EEG F3,0.14492957414412636,0.11805461657943842,0.5330201704790569,0.19277261661914524,0.011223022178232855,alpha
183,9,0,baseline,EEG F4,0.08621438249958076,0.06618448698213411,0.5722955984596263,0.26877572074433015,0.006529811314328735,alpha
184,9,0,baseline,EEG F7,0.23177722657884883,0.09146985581450612,0.49917551749897426,0.14471161735126897,0.03286578275640181,alpha
185,9,0,baseline,EEG F8,0.22212566576623774,0.061687479645761156,0.44235440935993814,0.2506002117646051,0.023232233463457857,alpha
186,9,0,baseline,EEG T3,0.05358036297155341,0.06950124370398979,0.6035279099535945,0.25667103050445417,0.016719452866407976,alpha
187,9,0,baseline,EEG T4,0.30920657719287903,0.07080390210167163,0.39949566241372,0.19767981827884656,0.02281404001288279,alpha
188,9,0,baseline,EEG C3,0.11384594022724005,0.112713436227367,0.5309710313241993,0.23746522194491645,0.005004370276277286,alpha
189,9,0,baseline,EEG C4,0.19267936211477074,0.03572816426855966,0.5021836253585257,0.2560459894692087,0.013362858788935162,alpha
190,9,0,baseline,EEG T5,0.2888068214384332,0.09895948693050713,0.3534706123086263,0.24981396168900613,0.00894911763342719,alpha
191,9,0,baseline,EEG T6,0.26167907340244145,0.14094701306222765,0.36227883210524714,0.21181483809539203,0.023280243334691773,alpha
192,9,0,baseline,EEG P3,0.16155811286721608,0.09201731450949097,0.5066060539721284,0.2362190235212769,0.003599495129887748,alpha
193,9,0,baseline,EEG P4,0.2377020360089517,0.12754089707899824,0.3681059385384778,0.2591693026840214,0.007481825689550868,alpha
194,9,0,baseline,EEG O1,0.10324496565620804,0.1304912202287402,0.4366307819025071,0.32157991018604204,0.008053122026502603,alpha
195,9,0,baseline,EEG O2,0.10751644317175141,0.10124340006744449,0.5660737855171353,0.22262322415273827,0.002543147090930428,alpha
196,9,0,baseline,EEG Fz,0.08426354143788632,0.06977508656152799,0.5757172695050963,0.26347340619962467,0.006770696295864729,alpha
197,9,0,baseline,EEG Cz,0.3957741788492658,0.13123653989385634,0.24082232495735487,0.22744492836347535,0.004722027936047745,delta
198,9,0,baseline,EEG Pz,0.11271343603308903,0.07206873433886762,0.5227654605112504,0.2876105326424212,0.004841836474371687,alpha
199,9,0,baseline,EEG A2-A1,0.325788975755204,0.21691815897114144,0.23353180547911992,0.21506738437553224,0.008693675419002289,delta
200,10,0,baseline,EEG Fp1,0.1942755629724168,0.06888582737968352,0.4463813538920004,0.2751804667793197,0.015276788976579674,alpha
201,10,0,baseline,EEG Fp2,0.181961261747015,0.05527254415821153,0.4327328236828799,0.295873147491815,0.034160222920078545,alpha
202,10,0,baseline,EEG F3,0.19235073857607554,0.09277960979225784,0.44206166251836204,0.2648137361471382,0.007994252966166274,alpha
203,10,0,baseline,EEG F4,0.16072295987663554,0.07093113162093564,0.47372059193960525,0.284464414004956,0.010160902557867705,alpha
204,10,0,baseline,EEG F7,0.31002591981536287,0.0969718129476022,0.3939713236213819,0.19423318996251437,0.004797753653138752,alpha
205,10,0,baseline,EEG F8,0.32768293990235403,0.026518303147332885,0.399099287124962,0.2249949188771619,0.021704550948189245,alpha
206,10,0,baseline,EEG T3,0.5458227614162833,0.14940285777489656,0.1534302552117379,0.1301194800619867,0.0212246455350955,delta
207,10,0,baseline,EEG T4,0.13056199722371123,0.10348455855144877,0.35427142053388355,0.4033545349306953,0.008327488760261173,beta
208,10,0,baseline,EEG C3,0.2450206242000533,0.12531744908059156,0.2773619055871007,0.3383185362688195,0.0139814848634348,beta
209,10,0,baseline,EEG C4,0.2010897148631076,0.08483559176928211,0.3740830460828569,0.3329774051711648,0.007014242113588524,alpha
210,10,0,baseline,EEG T5,0.23425214848185538,0.16063885903107974,0.2959918085298098,0.27634935266705246,0.03276783129020265,alpha
211,10,0,baseline,EEG T6,0.14200374613901476,0.06401437688554606,0.3456418275839168,0.4371716494626841,0.011168399928838288,beta
212,10,0,baseline,EEG P3,0.16916546032711252,0.06673540416511581,0.3753914520173155,0.37108524629659595,0.017622437193860196,alpha
213,10,0,baseline,EEG P4,0.170698540452401,0.07740176687153491,0.3443449037605978,0.39805996674370125,0.009494822171765121,beta
